timestamp,ack_sentence_speaking_time,first_request_response_time,second_request_response_time,first_sentence_speaking_time,second_sentence_speaking_time
2024-01-21 20:40:43,2.78430914879,1.96806502342,2.84717798233,8.50988793373,4.65527200699
2024-01-21 20:41:07,1.9735121727,2.1101140976,2.1430618763,8.56164288521,4.44234395027
2024-01-21 20:41:30,3.22132396698,1.95407295227,3.00650215149,9.11898303032,7.90538692474
2024-01-21 20:41:59,2.81195497513,2.55600404739,1.27396893501,7.56057786942,6.51869416237
2024-01-21 20:42:26,1.71754288673,2.43883299828,2.05829691887,8.55130696297,6.19109606743
2024-01-21 20:42:52,2.81848406792,3.48886108398,2.91464114189,8.17828202248,3.30459499359
2024-01-21 20:43:17,2.52656006813,4.32091093063,3.54120492935,6.95326399803,6.42917585373
2024-01-21 20:43:44,2.87535691261,2.27911710739,2.73723602295,6.90224599838,5.12377691269
2024-01-21 20:44:09,2.82349586487,2.61454796791,3.01908421516,7.23757314682,8.03972601891
2024-01-21 20:44:37,2.92368507385,2.92991709709,1.80607485771,7.30902194977,5.51479411125
2024-01-21 20:45:03,2.80498409271,1.79073119164,2.71874403954,8.39039492607,7.46656990051
2024-01-21 20:45:32,3.45050692558,5.69454813004,1.86381316185,13.9118659496,3.67667984962
2024-01-21 20:46:03,2.57051420212,2.54161214828,1.65212011337,7.22075796127,4.55854392052
2024-01-21 20:46:30,2.63970398903,1.83192420006,2.49489307404,7.71023392677,6.52510595322
2024-01-21 20:46:56,3.84477901459,3.41616797447,3.02465009689,7.73072314262,6.34064292908
2024-01-21 20:47:25,1.85801196098,1.52305603027,1.67232084274,8.37476396561,8.67407488823
2024-01-21 20:47:54,2.6431119442,4.0313398838,2.32033801079,11.8447790146,3.76364898682
2024-01-21 20:48:24,2.80514979362,4.69562101364,1.37420201302,7.78826999664,5.83264398575
2024-01-21 20:48:54,2.38833498955,4.59691905975,1.71081590652,8.4995200634,3.12184500694
2024-01-21 20:49:21,3.21606397629,7.95643997192,1.47150802612,7.40765285492,4.80984401703
2024-01-21 20:57:40,1.95364618301,2.26228499413,1.6773982048,7.45418310165,2.91917181015
2024-01-21 20:58:04,1.98896288872,5.08852720261,2.14854121208,8.12102603912,3.99596905708
2024-01-21 20:58:32,1.88374710083,3.65500593185,2.20259404182,8.98903203011,6.81805992126
2024-01-21 20:59:03,2.31274104118,3.50982308388,3.18771195412,12.1007759571,3.9765560627
2024-01-21 20:59:35,2.92138981819,2.62554597855,2.96427202225,9.76871490479,4.74044704437
2024-01-21 21:00:04,3.57142090797,2.22539114952,1.53301501274,7.5942440033,3.06401491165
2024-01-21 21:00:31,2.83057594299,2.24136185646,1.94777703285,14.5899419785,5.54728102684
2024-01-21 21:01:07,2.93877196312,5.11977791786,2.61423802376,14.7306530476,12.4818711281
2024-01-21 21:01:50,2.95777392387,2.61502695084,1.86596798897,7.8047311306,5.35351610184
2024-01-21 21:02:24,2.6832048893,3.44410896301,3.20046186447,8.36747097969,8.04329586029
2024-01-21 21:02:54,2.37781000137,2.69927000999,1.33875203133,8.54598212242,5.66095304489
2024-01-21 21:03:25,1.98282313347,1.79731297493,3.37805604935,7.03685307503,9.24318003654
2024-01-21 21:03:59,3.84892010689,3.42392706871,1.79669499397,8.55105304718,7.27167987823
2024-01-21 21:04:31,3.04015207291,2.82209300995,1.29211401939,9.26330780983,6.04024410248
2024-01-21 21:05:01,2.74346184731,1.82225608826,2.11193799973,7.45337104797,6.23735499382
2024-01-21 21:05:28,2.40815091133,2.43969202042,1.54238414764,7.72150111198,5.59348607063
2024-01-21 21:05:56,2.35179400444,2.50435590744,3.99207305908,7.00930404663,8.73593306541
2024-01-21 21:06:40,2.31666398048,3.83680295944,3.73246622086,11.4271790981,9.38298296928
2024-01-21 21:07:19,2.87821006775,3.14295005798,3.23948907852,10.2549850941,10.9460818768
2024-01-21 21:07:58,2.94535899162,2.6911611557,2.13701105118,9.0107049942,5.47641706467
2024-01-21 21:08:29,2.96088814735,4.53471016884,2.78997206688,13.1618638039,5.98168706894
2024-01-21 21:09:04,1.73463487625,5.70769000053,1.93586802483,14.2683501244,4.1785838604
2024-01-21 21:09:39,2.81567597389,5.16098713875,3.35723185539,10.7266139984,8.29075288773
2024-01-21 21:10:15,2.20207095146,2.27037477493,1.14261698723,7.00755310059,3.21371102333
2024-01-21 21:10:37,3.20963191986,3.98066711426,1.47325491905,10.9241011143,7.71769690514
2024-01-21 21:11:09,3.55767893791,3.27368092537,1.12642788887,11.0553600788,4.60144996643
2024-01-21 21:11:38,2.53319382668,4.85191607475,2.11947488785,11.8653588295,6.81983304024
2024-01-21 21:12:14,2.5313129425,3.52482199669,2.58066797256,10.9264521599,9.57353305817
2024-01-21 21:12:52,3.09469199181,4.11754608154,1.20419502258,10.8830990791,5.46407794952
2024-01-21 21:13:23,2.80708694458,2.43483090401,1.01128983498,12.3988959789,3.44008207321
2024-01-21 21:13:58,3.09944796562,3.93197512627,3.32420992851,13.4750170708,4.86783313751
2024-01-21 21:14:30,2.78313016891,6.77434587479,1.21307706833,11.3248038292,5.06552600861
2024-01-21 21:15:05,2.66666698456,2.27713894844,1.93918800354,14.0926628113,7.87382793427
2024-01-21 21:15:41,2.92469191551,3.14625787735,2.71371102333,9.23124504089,6.02694106102
2024-01-21 21:21:51,3.03513216972,2.15619301796,3.84145593643,5.87574791908,5.75868916512
2024-01-21 21:22:16,2.52984499931,3.61040306091,3.1673989296,8.55646920204,11.8450360298
2024-01-21 21:22:51,2.34019398689,2.41126608849,2.35783791542,9.81810092926,3.34554409981
2024-01-21 21:23:22,1.89679193497,1.96922397614,1.48353099823,7.98682999611,8.67764401436
2024-01-21 21:23:56,1.87082004547,6.17183613777,2.43739080429,13.2606420517,5.06765794754
2024-01-21 21:24:33,3.56882977486,8.48536992073,2.00362300873,8.74415206909,6.8438949585
2024-01-21 21:25:09,2.40616583824,4.96693992615,1.08716797829,10.4308350086,3.78686118126
2024-01-21 21:25:39,2.80118203163,4.10519480705,2.58297085762,10.1019580364,5.94194698334
2024-01-21 21:26:12,2.96018004417,2.26760601997,1.14039301872,11.5864219666,4.31767702103
2024-01-21 21:26:44,1.43667984009,1.84576201439,3.0398080349,9.07915091515,7.099848032
2024-01-21 21:27:13,2.65990495682,2.60002994537,4.98348903656,10.0785450935,13.3717558384
2024-01-21 21:27:51,2.20175909996,2.35957503319,2.30144786835,9.7958419323,3.82650494576
2024-01-21 21:28:21,2.81258010864,1.79625296593,1.94692516327,8.07243394852,3.31254911423
2024-01-21 21:28:45,1.25809597969,2.12516307831,3.98866796494,8.93180990219,7.23159909248
2024-01-21 21:29:16,1.9384188652,2.24426198006,2.26465582848,10.838340044,11.2854571342
2024-01-21 21:29:47,2.62983894348,3.9970870018,0.931349039078,11.7775640488,2.54279088974
2024-01-21 21:30:14,2.19549489021,3.17188620567,8.65206408501,8.81634402275,7.5691010952
2024-01-21 21:30:43,2.78867101669,5.00774717331,1.72560286522,16.860200882,1.85080695152
2024-01-21 21:31:14,1.2653939724,2.49935388565,1.17255496979,13.6380419731,4.06380295753
2024-01-21 21:31:42,2.80469107628,2.17228007317,1.68804788589,8.74221611023,2.99558496475
2024-01-21 21:32:03,3.49637508392,3.95745801926,3.46634292603,10.7314548492,8.84359812737
2024-01-21 21:32:39,2.92074203491,2.08224010468,2.05454206467,8.6974978447,2.7484099865
2024-01-21 21:33:02,2.92191314697,3.1063990593,2.63568401337,6.80643391609,5.52140402794
2024-01-21 21:33:26,1.7206890583,2.9791738987,2.21675491333,6.34132885933,2.41550993919
2024-01-21 21:33:47,1.780356884,2.46333003044,3.77414608002,7.3631169796,5.34278202057
2024-01-21 21:34:14,2.81586098671,2.02345585823,2.7559401989,7.47442102432,1.5663189888
2024-01-21 21:34:34,2.53655385971,1.77648496628,2.83167600632,9.91390013695,2.45289993286
2024-01-21 21:35:02,3.42727589607,3.60879588127,0.883672952652,11.1286549568,2.00814390182
2024-01-21 21:35:29,3.10606598854,3.62691903114,1.46259498596,9.49615097046,1.91077589989
2024-01-21 21:35:56,2.86770582199,2.63426184654,1.25158214569,8.31394290924,3.94061303139
2024-01-21 21:36:22,2.19654488564,3.1626200676,2.47069978714,9.26927185059,5.63783812523
2024-01-21 21:36:52,3.12889099121,6.22659492493,1.20942807198,9.08713388443,5.00698399544
2024-01-21 21:37:24,1.67799496651,6.57290291786,1.0092279911,8.38450908661,3.53122210503
2024-01-21 21:37:56,2.52530002594,3.05180311203,2.23371815681,10.5774888992,4.1660900116
2024-01-21 21:38:33,2.88836812973,3.26358294487,4.39746499062,12.3015568256,6.71847701073
2024-01-21 21:39:10,2.78847503662,3.11620283127,2.69057297707,12.6559491158,7.61847710609
2024-01-21 21:39:45,3.62680101395,3.91554784775,2.40575003624,13.688090086,8.50299096107
2024-01-21 21:40:24,2.13877892494,4.38796901703,1.76987409592,16.6912410259,3.14300203323
2024-01-21 21:40:58,2.18353104591,1.87467217445,12.1061868668,8.26237392426,5.49957799911
2024-01-21 21:41:29,2.26161313057,4.59982800484,1.26445794106,13.0051550865,2.24596214294
2024-01-21 21:42:00,2.88025307655,3.7774810791,1.18934607506,11.4209079742,5.58283185959
2024-01-21 21:42:35,2.38923883438,2.01863408089,2.15054512024,10.6159079075,4.23999595642
2024-01-21 21:43:02,2.9863421917,4.8911960125,1.68161797523,10.0814869404,5.92332386971
2024-01-21 21:43:34,2.26912021637,2.56325697899,1.4948451519,11.3734550476,3.04228496552
